ID,Breed,Age ,Sex,Neuter,Case,Date of diagnosis,Reason for presentation,BCS at diagnosis (1-9),Last recorded BCS (1-9),Heart Murmur,HM first recorded,Grade of heart murmur,Gallop rhythm,Date first detected,Arrhythmia,Date first detected,Goitre,Vaccination,Previous exposure to nephrotoxic drugs,NSAID treatment,Date of last exposure to drug,Previous anaesthetic,Date of last anaesthetic,FeLV status,FIV status,Previous exposure to lilies,Previous exposure to ethylene glycol,Previous AKI,Hyperthyroidism,Periodontal disease,Arthritis,Cystitis/FLUTD,Cardiomyopathy,Retinopathy,Cat bite abscess,Polycystic kidney disease,Pyelonephritis,hepatopathy,obesity,constipation,Diabetes Mellitus,Primary Aldosteronism,Urethral obstruction
71,Crossbreed,?9,Female,,Case,2/9/12,Not recorded,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,Crossbreed,?9,Female,Neutered,Case,1/14/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73,Crossbreed,<9,,,Case,5/17/12,Other,,,TRUE,7/16/11,2,TRUE,5/8/12,FALSE,,FALSE,Kitten/ Irregular,NSAID,Repeated one off treatment,9/8/11,Yes,9/8/11,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Crossbreed,?9,Male,,Case,6/12/13,Other,3,3,FALSE,,,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,Crossbreed,?9,Male,Neutered,Case,9/25/13,Pre-anaesthetic profile,,,TRUE,7/24/13,1,FALSE,,FALSE,,FALSE,None recorded,NSAID,Repeated one off treatment,7/24/13,Yes,1/24/11,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
76,Crossbreed,?9,Male,Neutered,Case,1/24/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,Crossbreed,?9,Male,Neutered,Case,6/21/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,One-off treatment,4/16/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,Purebreed,?9,Male,Neutered,Case,9/5/13,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,NSAID,Long term treatment,12/31/13,Yes,8/26/10,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,Crossbreed,?9,Male,Neutered,Case,11/21/13,Geriatric Health clinic,,,TRUE,8/31/11,,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,8/31/11,Yes,8/31/11,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,Crossbreed,?9,Female,Neutered,Case,9/16/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
81,Crossbreed,?9,Female,,Case,8/23/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,TRUE,None recorded,None recorded,,,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82,Crossbreed,<9,Female,Neutered,Case,1/24/13,Clinical signs,,,TRUE,1/30/14,1,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,2/24/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83,Purebreed,?9,Female,,Case,2/18/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,Crossbreed,?9,Male,,Case,6/3/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Negative,Negative,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85,Crossbreed,?9,Male,,Case,12/18/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,NSAID,One-off treatment,3/9/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,Crossbreed,?9,Female,Neutered,Case,7/18/12,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,1/13/12,Yes,1/13/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,Crossbreed,?9,Male,Neutered,Case,9/2/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,11/4/10,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Crossbreed,<9,Male,Entire,Case,11/1/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,11/27/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,Crossbreed,?9,Female,,Case,4/24/12,Clinical signs,,,TRUE,4/24/12,4,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,NSAID,One-off treatment,5/27/10,Yes,5/27/10,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Crossbreed,?9,Male,Neutered,Case,9/12/12,Pre-anaesthetic profile,,,TRUE,3/30/11,1,TRUE,9/10/12,Not recorded,,Not recorded,Regular,None recorded,,,Yes,9/12/12,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,Crossbreed,?9,Male,Neutered,Case,4/11/12,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,TRUE,Regular,NSAID,One-off treatment,6/22/10,Yes,6/22/10,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Crossbreed,?9,Female,Neutered,Case,8/15/13,Other,,,Not recorded,,,Not recorded,,Not recorded,,TRUE,None recorded,NSAID,One-off treatment,8/26/11,Yes,8/26/11,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,Crossbreed,?9,Female,Neutered,Case,6/6/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Long term treatment,9/1/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94,Crossbreed,?9,Male,,Case,3/18/13,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95,Crossbreed,?9,Male,,Case,4/28/12,Other,,,TRUE,10/1/10,,FALSE,,FALSE,,TRUE,None recorded,NSAID,Long term treatment,5/31/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96,Crossbreed,?9,Female,Entire,Case,8/12/12,Pre-anaesthetic profile,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Repeated one off treatment,10/20/11,No,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97,Crossbreed,?9,Female,,Case,9/30/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,FALSE,None recorded,NSAID,One-off treatment,5/16/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98,Purebreed,?9,Female,Neutered,Case,8/6/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99,Crossbreed,<9,Female,,Case,9/30/13,Clinical signs,,,TRUE,9/25/13,3,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,6/6/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100,Crossbreed,?9,Female,,Case,5/21/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,10/1/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101,Crossbreed,?9,Male,Neutered,Case,4/12/13,Other,,,TRUE,11/27/12,2,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,Crossbreed,?9,Female,,Case,6/25/12,Other,,,TRUE,2/8/13,3,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
103,Crossbreed,?9,Female,,Case,4/3/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,FALSE,None recorded,NSAID,Long term treatment,6/26/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,Crossbreed,?9,Female,Neutered,Case,3/14/12,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105,Crossbreed,?9,Female,,Case,1/25/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,TRUE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,Crossbreed,?9,Female,,Case,5/3/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,One-off treatment,6/10/10,Yes,9/8/11,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,Crossbreed,?9,Female,,Case,4/28/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108,Crossbreed,?9,Male,,Case,3/1/12,Clinical signs,,,FALSE,,,TRUE,3/22/13,FALSE,,FALSE,None recorded,NSAID,Repeated one off treatment,2/18/13,Yes,9/24/10,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,Crossbreed,?9,Male,,Case,4/13/12,Clinical signs,,,FALSE,,,FALSE,,TRUE,10/6/10,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,No,None recorded,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,Crossbreed,?9,Female,,Case,3/5/12,Geriatric Health clinic,,,TRUE,3/5/12,3,FALSE,,FALSE,,TRUE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111,Crossbreed,?9,Female,Neutered,Case,2/21/13,Other,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,11/12/10,Yes,1/2/13,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
112,Crossbreed,?9,Female,,Case,5/25/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,10/24/10,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113,Crossbreed,?9,Male,,Case,10/29/13,Other,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,10/26/13,Yes,8/21/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114,Purebreed,?9,Male,Entire,Case,7/18/13,Other,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,Repeated one off treatment,10/24/12,Yes,10/24/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
115,Crossbreed,?9,Male,Neutered,Case,10/15/12,Clinical signs,,,TRUE,10/15/12,3,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116,Crossbreed,?9,Male,,Case,1/7/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117,Purebreed,?9,Male,,Case,2/23/12,Other,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,NSAID,One-off treatment,2/17/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,Crossbreed,?9,Female,,Case,11/19/12,Not recorded,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119,Crossbreed,?9,Female,Neutered,Case,4/26/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,TRUE,Kitten/ Irregular,None recorded,,,Yes,1/4/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
120,Crossbreed,?9,Male,,Case,11/27/13,Other,,,FALSE,,,FALSE,,FALSE,,TRUE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,Crossbreed,?9,Female,,Case,12/10/12,Clinical signs,,,TRUE,12/4/12,3,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122,Purebreed,?9,Female,Neutered,Case,1/6/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123,Crossbreed,?9,Female,,Case,6/21/13,Other,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124,Crossbreed,?9,Female,Neutered,Case,10/12/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,Crossbreed,?9,Female,Neutered,Case,11/7/12,Other,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,NSAID,Long term treatment,12/31/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,Purebreed,?9,Male,Neutered,Case,8/15/12,Geriatric Health clinic,,,TRUE,6/12/12,3,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,12/20/10,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127,Crossbreed,?9,Female,Neutered,Case,2/27/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128,Crossbreed,?9,Female,Neutered,Case,4/14/12,Geriatric Health clinic,,,TRUE,11/30/10,1,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
129,Crossbreed,?9,Female,Neutered,Case,3/7/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,Crossbreed,?9,Male,Neutered,Case,8/9/12,Clinical signs,,,TRUE,5/4/12,,FALSE,,TRUE,5/4/12,FALSE,None recorded,NSAID,One-off treatment,5/4/12,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,Purebreed,?9,Female,,Case,7/31/12,Geriatric Health clinic,,,TRUE,10/3/13,3,FALSE,,FALSE,,FALSE,Regular,NSAID,Long term treatment,10/16/13,None recorded,,Not tested,Not tested,No,None recorded,None recorded,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,Purebreed,?9,Female,,Case,2/3/12,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,TRUE,Regular,None recorded,,,Yes,2/3/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,Crossbreed,?9,Male,,Case,1/21/13,Pre-anaesthetic profile,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,Yes,1/21/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,Crossbreed,?9,Female,,Case,9/3/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,7/27/11,Yes,7/27/11,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,Crossbreed,?9,Female,Neutered,Case,8/27/13,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,NSAID,One-off treatment,3/8/12,Yes,3/8/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,Crossbreed,?9,Female,Neutered,Case,11/22/12,Clinical signs,,,TRUE,11/8/11,1,FALSE,,FALSE,,Not recorded,Regular,NSAID,Long term treatment,9/19/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,Crossbreed,?9,Male,Neutered,Case,7/31/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,Crossbreed,?9,Female,,Case,11/7/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,Crossbreed,?9,Female,Neutered,Case,6/21/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,Crossbreed,?9,Female,,Case,10/1/12,Clinical signs,,,TRUE,9/15/12,1,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,Purebreed,?9,Male,Neutered,Case,4/8/13,Geriatric Health clinic,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Long term treatment,3/25/13,Yes,1/19/11,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,Crossbreed,?9,Female,,Case,10/3/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
